,Year,Period,labor force,employment,unemployment,unemployment rate,County
5,2013,Jun,136735,125778,10957,8.0,"Lake County, FL"
6,2013,Jul,137057,126182,10875,7.9,"Lake County, FL"
7,2013,Aug,137005,126342,10663,7.8,"Lake County, FL"
8,2013,Sep,137258,126942,10316,7.5,"Lake County, FL"
9,2013,Oct,136186,126052,10134,7.4,"Lake County, FL"
10,2013,Nov,135266,125543,9723,7.2,"Lake County, FL"
11,2013,Dec,134868,125684,9184,6.8,"Lake County, FL"
12,2014,Jan,135717,125943,9774,7.2,"Lake County, FL"
13,2014,Feb,136252,126790,9462,6.9,"Lake County, FL"
14,2014,Mar,137216,127868,9348,6.8,"Lake County, FL"
15,2014,Apr,136341,127907,8434,6.2,"Lake County, FL"
16,2014,May,138651,129577,9074,6.5,"Lake County, FL"
17,2014,Jun,138956,129627,9329,6.7,"Lake County, FL"
18,2014,Jul,139804,130061,9743,7.0,"Lake County, FL"
19,2014,Aug,139756,130241,9515,6.8,"Lake County, FL"
20,2014,Sep,139815,130889,8926,6.4,"Lake County, FL"
21,2014,Oct,139511,130797,8714,6.2,"Lake County, FL"
22,2014,Nov,138113,129456,8657,6.3,"Lake County, FL"
23,2014,Dec,137465,129427,8038,5.8,"Lake County, FL"
24,2015,Jan,138470,129641,8829,6.4,"Lake County, FL"
25,2015,Feb,138540,130418,8122,5.9,"Lake County, FL"
26,2015,Mar,138921,131192,7729,5.6,"Lake County, FL"
27,2015,Apr,139830,132286,7544,5.4,"Lake County, FL"
28,2015,May,141966,133937,8029,5.7,"Lake County, FL"
29,2015,Jun,142585,134440,8145,5.7,"Lake County, FL"
30,2015,Jul,142891,134551,8340,5.8,"Lake County, FL"
31,2015,Aug,142685,134698,7987,5.6,"Lake County, FL"
32,2015,Sep,142945,135363,7582,5.3,"Lake County, FL"
33,2015,Oct,142908,135350,7558,5.3,"Lake County, FL"
34,2015,Nov,142078,134634,7444,5.2,"Lake County, FL"
35,2015,Dec,142289,135188,7101,5.0,"Lake County, FL"
36,2016,Jan,143232,135662,7570,5.3,"Lake County, FL"
37,2016,Feb,144080,137055,7025,4.9,"Lake County, FL"
38,2016,Mar,144792,137771,7021,4.8,"Lake County, FL"
39,2016,Apr,144820,137995,6825,4.7,"Lake County, FL"
40,2016,May,146444,139670,6774,4.6,"Lake County, FL"
41,2016,Jun,147397,139884,7513,5.1,"Lake County, FL"
42,2016,Jul,148305,140677,7628,5.1,"Lake County, FL"
43,2016,Aug,148088,140617,7471,5.0,"Lake County, FL"
44,2016,Sep,149009,141580,7429,5.0,"Lake County, FL"
45,2016,Oct,148516,141209,7307,4.9,"Lake County, FL"
46,2016,Nov,147095,140129,6966,4.7,"Lake County, FL"
47,2016,Dec,147150,140424,6726,4.6,"Lake County, FL"
48,2017,Jan,146956,139507,7449,5.1,"Lake County, FL"
49,2017,Feb,147718,140923,6795,4.6,"Lake County, FL"
50,2017,Mar,148246,141847,6399,4.3,"Lake County, FL"
51,2017,Apr,148673,142645,6028,4.1,"Lake County, FL"
52,2017,May,149657,143418,6239,4.2,"Lake County, FL"
53,2017,Jun,150907,144274,6633,4.4,"Lake County, FL"
54,2017,Jul,151159,144402,6757,4.5,"Lake County, FL"
55,2017,Aug,150615,143869,6746,4.5,"Lake County, FL"
56,2017,Sep,151796,145625,6171,4.1,"Lake County, FL"
57,2017,Oct,151357,145342,6015,4.0,"Lake County, FL"
58,2017,Nov,150652,144637,6015,4.0,"Lake County, FL"
59,2017,Dec,150575,144946,5629,3.7,"Lake County, FL"
60,2018,Jan,151538,145258,6280,4.1,"Lake County, FL"
61,2018,Feb,152420,146628,5792,3.8,"Lake County, FL"
62,2018,Mar,152767,147211,5556,3.6,"Lake County, FL"
63,2018,Apr,153123,147870,5253,3.4,"Lake County, FL"
64,2018,May,154110,148875,5235,3.4,"Lake County, FL"
65,2018,Jun,155703,149460,6243,4.0,"Lake County, FL"
66,2018,Jul,156163,150149,6014,3.9,"Lake County, FL"
67,2018,Aug,155356,149451,5905,3.8,"Lake County, FL"
68,2018,Sep,156144,150720,5424,3.5,"Lake County, FL"
69,2018,Oct,156897,151453,5444,3.5,"Lake County, FL"
70,2018,Nov,155509,150263,5246,3.4,"Lake County, FL"
71,2018,Dec,155041,149794,5247,3.4,"Lake County, FL"
72,2019,Jan,157433,151263,6170,3.9,"Lake County, FL"
73,2019,Feb,158402,153034,5368,3.4,"Lake County, FL"
74,2019,Mar,158736,153484,5252,3.3,"Lake County, FL"
75,2019,Apr,159077,154362,4715,3.0,"Lake County, FL"
76,2019,May,160120,155183,4937,3.1,"Lake County, FL"
77,2019,Jun,161657,155924,5733,3.5,"Lake County, FL"
78,2019,Jul,162234,156400,5834,3.6,"Lake County, FL"
79,2019,Aug,162362,156656,5706,3.5,"Lake County, FL"
80,2019,Sep,162872,157814,5058,3.1,"Lake County, FL"
81,2019,Oct,162969,157913,5056,3.1,"Lake County, FL"
82,2019,Nov,161859,156927,4932,3.0,"Lake County, FL"
83,2019,Dec,161795,157228,4567,2.8,"Lake County, FL"
84,2020,Jan,163924,158520,5404,3.3,"Lake County, FL"
85,2020,Feb,164435,159819,4616,2.8,"Lake County, FL"
86,2020,Mar,162009,155046,6963,4.3,"Lake County, FL"
87,2020,Apr,149106,128502,20604,13.8,"Lake County, FL"
88,2020,May,156795,126679,30116,19.2,"Lake County, FL"
89,2020,Jun,155333,130982,24351,15.7,"Lake County, FL"
90,2020,Jul,157171,135740,21431,13.6,"Lake County, FL"
91,2020,Aug,154104,139356,14748,9.6,"Lake County, FL"
92,2020,Sep,154697,141057,13640,8.8,"Lake County, FL"
93,2020,Oct,155437,144122,11315,7.3,"Lake County, FL"
94,2020,Nov,155265,144945,10320,6.6,"Lake County, FL"
95,2020,Dec,154745,145103,9642,6.2,"Lake County, FL"
96,2021,Jan,152734,143409,9325,6.1,"Lake County, FL"
97,2021,Feb,153491,145102,8389,5.5,"Lake County, FL"
98,2021,Mar,154697,146570,8127,5.3,"Lake County, FL"
99,2021,Apr,155938,148241,7697,4.9,"Lake County, FL"
100,2021,May,157158,149690,7468,4.8,"Lake County, FL"
101,2021,Jun,159910,151335,8575,5.4,"Lake County, FL"
102,2021,Jul,161835,153797,8038,5.0,"Lake County, FL"
103,2021,Aug,162896,155128,7768,4.8,"Lake County, FL"
104,2021,Sep,164094,157127,6967,4.2,"Lake County, FL"
105,2021,Oct,165400,158755,6645,4.0,"Lake County, FL"
106,2021,Nov,165521,159195,6326,3.8,"Lake County, FL"
107,2021,Dec,165412,159897,5515,3.3,"Lake County, FL"
108,2022,Jan,166594,159882,6712,4.0,"Lake County, FL"
109,2022,Feb,167288,161487,5801,3.5,"Lake County, FL"
110,2022,Mar,168579,163309,5270,3.1,"Lake County, FL"
111,2022,Apr,168687,163955,4732,2.8,"Lake County, FL"
112,2022,May,170193,165333,4860,2.9,"Lake County, FL"
113,2022,Jun,171708,166155,5553,3.2,"Lake County, FL"
114,2022,Jul,172377,167105,5272,3.1,"Lake County, FL"
115,2022,Aug,173230,167938,5292,3.1,"Lake County, FL"
116,2022,Sep,174376,169496,4880,2.8,"Lake County, FL"
117,2022,Oct,173733,168882,4851,2.8,"Lake County, FL"
118,2022,Nov,172905,168154,4751,2.7,"Lake County, FL"
119,2022,Dec,172924,168754,4170,2.4,"Lake County, FL"
120,2023,Jan,172776,168004,4772,2.8,"Lake County, FL"
121,2023,Feb,174310,169574,4736,2.7,"Lake County, FL"
122,2023,Mar,175643,170796,4847,2.8,"Lake County, FL"
123,2023,Apr,175787,171534,4253,2.4,"Lake County, FL"
124,2023,May,176237,171277,4960,2.8,"Lake County, FL"
125,2023,Jun,178259,172717,5542,3.1,"Lake County, FL"
126,2023,Jul,179079,173257,5822,3.3,"Lake County, FL"
127,2023,Aug,180286,174215,6071,3.4,"Lake County, FL"
128,2023,Sep,180862,174849,6013,3.3,"Lake County, FL"
129,2023,Oct,180134,174059,6075,3.4,"Lake County, FL"
0,2013,Jan,153091,140896,12195,8.0,"Manatee County, FL"
1,2013,Feb,153267,142165,11102,7.2,"Manatee County, FL"
2,2013,Mar,153453,142918,10535,6.9,"Manatee County, FL"
3,2013,Apr,153516,143399,10117,6.6,"Manatee County, FL"
4,2013,May,156048,145371,10677,6.8,"Manatee County, FL"
5,2013,Jun,155539,144110,11429,7.3,"Manatee County, FL"
6,2013,Jul,154817,143154,11663,7.5,"Manatee County, FL"
7,2013,Aug,154319,142988,11331,7.3,"Manatee County, FL"
8,2013,Sep,155106,144093,11013,7.1,"Manatee County, FL"
9,2013,Oct,155360,144711,10649,6.9,"Manatee County, FL"
10,2013,Nov,156832,146859,9973,6.4,"Manatee County, FL"
11,2013,Dec,157445,148041,9404,6.0,"Manatee County, FL"
12,2014,Jan,157934,147990,9944,6.3,"Manatee County, FL"
13,2014,Feb,158788,149157,9631,6.1,"Manatee County, FL"
14,2014,Mar,160170,150611,9559,6.0,"Manatee County, FL"
15,2014,Apr,158751,150248,8503,5.4,"Manatee County, FL"
16,2014,May,160430,151147,9283,5.8,"Manatee County, FL"
17,2014,Jun,159655,149999,9656,6.0,"Manatee County, FL"
18,2014,Jul,159735,149375,10360,6.5,"Manatee County, FL"
19,2014,Aug,159708,149466,10242,6.4,"Manatee County, FL"
20,2014,Sep,160459,150875,9584,6.0,"Manatee County, FL"
21,2014,Oct,162241,152996,9245,5.7,"Manatee County, FL"
22,2014,Nov,162358,153379,8979,5.5,"Manatee County, FL"
23,2014,Dec,163077,154728,8349,5.1,"Manatee County, FL"
24,2015,Jan,164636,155391,9245,5.6,"Manatee County, FL"
25,2015,Feb,164211,155690,8521,5.2,"Manatee County, FL"
26,2015,Mar,165297,157099,8198,5.0,"Manatee County, FL"
27,2015,Apr,165024,157164,7860,4.8,"Manatee County, FL"
28,2015,May,166901,158442,8459,5.1,"Manatee County, FL"
29,2015,Jun,166089,157447,8642,5.2,"Manatee County, FL"
30,2015,Jul,164972,155790,9182,5.6,"Manatee County, FL"
31,2015,Aug,164634,155705,8929,5.4,"Manatee County, FL"
32,2015,Sep,164875,156410,8465,5.1,"Manatee County, FL"
33,2015,Oct,166096,157722,8374,5.0,"Manatee County, FL"
34,2015,Nov,166193,158048,8145,4.9,"Manatee County, FL"
35,2015,Dec,167402,159708,7694,4.6,"Manatee County, FL"
36,2016,Jan,169502,161264,8238,4.9,"Manatee County, FL"
37,2016,Feb,170689,163044,7645,4.5,"Manatee County, FL"
38,2016,Mar,171398,163774,7624,4.4,"Manatee County, FL"
39,2016,Apr,170167,162853,7314,4.3,"Manatee County, FL"
40,2016,May,171252,164044,7208,4.2,"Manatee County, FL"
41,2016,Jun,170598,162566,8032,4.7,"Manatee County, FL"
42,2016,Jul,170764,162323,8441,4.9,"Manatee County, FL"
43,2016,Aug,170393,162063,8330,4.9,"Manatee County, FL"
44,2016,Sep,171417,163086,8331,4.9,"Manatee County, FL"
45,2016,Oct,172332,164277,8055,4.7,"Manatee County, FL"
46,2016,Nov,172383,164648,7735,4.5,"Manatee County, FL"
47,2016,Dec,172876,165425,7451,4.3,"Manatee County, FL"
48,2017,Jan,172629,164519,8110,4.7,"Manatee County, FL"
49,2017,Feb,173273,165832,7441,4.3,"Manatee County, FL"
50,2017,Mar,174530,167595,6935,4.0,"Manatee County, FL"
51,2017,Apr,173239,166788,6451,3.7,"Manatee County, FL"
52,2017,May,173771,167111,6660,3.8,"Manatee County, FL"
53,2017,Jun,173475,166290,7185,4.1,"Manatee County, FL"
54,2017,Jul,173328,165839,7489,4.3,"Manatee County, FL"
55,2017,Aug,173072,165453,7619,4.4,"Manatee County, FL"
56,2017,Sep,172764,165823,6941,4.0,"Manatee County, FL"
57,2017,Oct,173678,166991,6687,3.9,"Manatee County, FL"
58,2017,Nov,173538,166899,6639,3.8,"Manatee County, FL"
59,2017,Dec,173823,167659,6164,3.5,"Manatee County, FL"
60,2018,Jan,175575,168714,6861,3.9,"Manatee County, FL"
61,2018,Feb,176984,170622,6362,3.6,"Manatee County, FL"
62,2018,Mar,177370,171321,6049,3.4,"Manatee County, FL"
63,2018,Apr,176286,170563,5723,3.2,"Manatee County, FL"
64,2018,May,176847,171143,5704,3.2,"Manatee County, FL"
65,2018,Jun,177222,170434,6788,3.8,"Manatee County, FL"
66,2018,Jul,176599,169965,6634,3.8,"Manatee County, FL"
67,2018,Aug,176591,170021,6570,3.7,"Manatee County, FL"
68,2018,Sep,176392,170330,6062,3.4,"Manatee County, FL"
69,2018,Oct,178218,172165,6053,3.4,"Manatee County, FL"
70,2018,Nov,177635,171835,5800,3.3,"Manatee County, FL"
71,2018,Dec,177107,171402,5705,3.2,"Manatee County, FL"
72,2019,Jan,178850,172197,6653,3.7,"Manatee County, FL"
73,2019,Feb,179432,173700,5732,3.2,"Manatee County, FL"
74,2019,Mar,179528,173889,5639,3.1,"Manatee County, FL"
75,2019,Apr,178422,173317,5105,2.9,"Manatee County, FL"
76,2019,May,179274,173909,5365,3.0,"Manatee County, FL"
77,2019,Jun,179335,173102,6233,3.5,"Manatee County, FL"
78,2019,Jul,179150,172726,6424,3.6,"Manatee County, FL"
79,2019,Aug,178596,172212,6384,3.6,"Manatee County, FL"
80,2019,Sep,180181,174439,5742,3.2,"Manatee County, FL"
81,2019,Oct,180417,174798,5619,3.1,"Manatee County, FL"
82,2019,Nov,180824,175418,5406,3.0,"Manatee County, FL"
83,2019,Dec,181533,176545,4988,2.7,"Manatee County, FL"
84,2020,Jan,180721,174902,5819,3.2,"Manatee County, FL"
85,2020,Feb,181499,176463,5036,2.8,"Manatee County, FL"
86,2020,Mar,178896,171379,7517,4.2,"Manatee County, FL"
87,2020,Apr,161585,140972,20613,12.8,"Manatee County, FL"
88,2020,May,174470,152778,21692,12.4,"Manatee County, FL"
89,2020,Jun,175998,158768,17230,9.8,"Manatee County, FL"
90,2020,Jul,177459,158720,18739,10.6,"Manatee County, FL"
91,2020,Aug,175517,162475,13042,7.4,"Manatee County, FL"
92,2020,Sep,176037,163881,12156,6.9,"Manatee County, FL"
93,2020,Oct,176863,166523,10340,5.8,"Manatee County, FL"
94,2020,Nov,175782,166250,9532,5.4,"Manatee County, FL"
95,2020,Dec,176276,167261,9015,5.1,"Manatee County, FL"
96,2021,Jan,176734,167910,8824,5.0,"Manatee County, FL"
97,2021,Feb,178036,169999,8037,4.5,"Manatee County, FL"
98,2021,Mar,179121,171316,7805,4.4,"Manatee County, FL"
99,2021,Apr,179187,171923,7264,4.1,"Manatee County, FL"
100,2021,May,179863,172850,7013,3.9,"Manatee County, FL"
101,2021,Jun,181658,173272,8386,4.6,"Manatee County, FL"
102,2021,Jul,180727,172683,8044,4.5,"Manatee County, FL"
103,2021,Aug,181079,173284,7795,4.3,"Manatee County, FL"
104,2021,Sep,181673,174803,6870,3.8,"Manatee County, FL"
105,2021,Oct,182673,176167,6506,3.6,"Manatee County, FL"
106,2021,Nov,183195,177042,6153,3.4,"Manatee County, FL"
107,2021,Dec,184336,178928,5408,2.9,"Manatee County, FL"
108,2022,Jan,184398,177697,6701,3.6,"Manatee County, FL"
109,2022,Feb,184651,178826,5825,3.2,"Manatee County, FL"
110,2022,Mar,185660,180390,5270,2.8,"Manatee County, FL"
111,2022,Apr,185465,180794,4671,2.5,"Manatee County, FL"
112,2022,May,187008,182053,4955,2.6,"Manatee County, FL"
113,2022,Jun,187875,182013,5862,3.1,"Manatee County, FL"
114,2022,Jul,187241,181688,5553,3.0,"Manatee County, FL"
115,2022,Aug,187201,181564,5637,3.0,"Manatee County, FL"
116,2022,Sep,187259,182066,5193,2.8,"Manatee County, FL"
117,2022,Oct,187288,182207,5081,2.7,"Manatee County, FL"
118,2022,Nov,187555,182660,4895,2.6,"Manatee County, FL"
119,2022,Dec,187674,183383,4291,2.3,"Manatee County, FL"
120,2023,Jan,189413,184392,5021,2.7,"Manatee County, FL"
121,2023,Feb,190278,185284,4994,2.6,"Manatee County, FL"
122,2023,Mar,191971,186851,5120,2.7,"Manatee County, FL"
123,2023,Apr,191556,187059,4497,2.3,"Manatee County, FL"
124,2023,May,191902,186675,5227,2.7,"Manatee County, FL"
125,2023,Jun,193551,187660,5891,3.0,"Manatee County, FL"
126,2023,Jul,194568,188357,6211,3.2,"Manatee County, FL"
127,2023,Aug,194300,187807,6493,3.3,"Manatee County, FL"
128,2023,Sep,193313,186779,6534,3.4,"Manatee County, FL"
129,2023,Oct,193760,187242,6518,3.4,"Manatee County, FL"
0,2013,Jan,683817,613429,70388,10.3,"Sacramento County, CA"
1,2013,Feb,682266,616084,66182,9.7,"Sacramento County, CA"
2,2013,Mar,680125,616390,63735,9.4,"Sacramento County, CA"
3,2013,Apr,674252,615541,58711,8.7,"Sacramento County, CA"
4,2013,May,675852,617218,58634,8.7,"Sacramento County, CA"
5,2013,Jun,679957,616176,63781,9.4,"Sacramento County, CA"
6,2013,Jul,682007,618380,63627,9.3,"Sacramento County, CA"
7,2013,Aug,677511,616645,60866,9.0,"Sacramento County, CA"
8,2013,Sep,678170,620013,58157,8.6,"Sacramento County, CA"
9,2013,Oct,672974,614790,58184,8.6,"Sacramento County, CA"
10,2013,Nov,674956,619272,55684,8.3,"Sacramento County, CA"
11,2013,Dec,672082,618677,53405,7.9,"Sacramento County, CA"
12,2014,Jan,675510,619118,56392,8.3,"Sacramento County, CA"
13,2014,Feb,677099,621000,56099,8.3,"Sacramento County, CA"
14,2014,Mar,679417,623230,56187,8.3,"Sacramento County, CA"
15,2014,Apr,671067,622850,48217,7.2,"Sacramento County, CA"
16,2014,May,674941,626992,47949,7.1,"Sacramento County, CA"
17,2014,Jun,680087,629454,50633,7.4,"Sacramento County, CA"
18,2014,Jul,681564,628376,53188,7.8,"Sacramento County, CA"
19,2014,Aug,678258,627355,50903,7.5,"Sacramento County, CA"
20,2014,Sep,677818,631045,46773,6.9,"Sacramento County, CA"
21,2014,Oct,680608,634346,46262,6.8,"Sacramento County, CA"
22,2014,Nov,681056,635408,45648,6.7,"Sacramento County, CA"
23,2014,Dec,674921,632204,42717,6.3,"Sacramento County, CA"
24,2015,Jan,681853,635025,46828,6.9,"Sacramento County, CA"
25,2015,Feb,681872,637160,44712,6.6,"Sacramento County, CA"
26,2015,Mar,683129,639308,43821,6.4,"Sacramento County, CA"
27,2015,Apr,679856,639528,40328,5.9,"Sacramento County, CA"
28,2015,May,683151,642922,40229,5.9,"Sacramento County, CA"
29,2015,Jun,686343,643643,42700,6.2,"Sacramento County, CA"
30,2015,Jul,689380,645598,43782,6.4,"Sacramento County, CA"
31,2015,Aug,685461,644346,41115,6.0,"Sacramento County, CA"
32,2015,Sep,683620,645283,38337,5.6,"Sacramento County, CA"
33,2015,Oct,685808,647107,38701,5.6,"Sacramento County, CA"
34,2015,Nov,686913,648863,38050,5.5,"Sacramento County, CA"
35,2015,Dec,687542,650756,36786,5.4,"Sacramento County, CA"
36,2016,Jan,689931,650677,39254,5.7,"Sacramento County, CA"
37,2016,Feb,693545,654939,38606,5.6,"Sacramento County, CA"
38,2016,Mar,695432,655601,39831,5.7,"Sacramento County, CA"
39,2016,Apr,688570,652111,36459,5.3,"Sacramento County, CA"
40,2016,May,689826,656120,33706,4.9,"Sacramento County, CA"
41,2016,Jun,695449,655981,39468,5.7,"Sacramento County, CA"
42,2016,Jul,700031,659685,40346,5.8,"Sacramento County, CA"
43,2016,Aug,697592,658469,39123,5.6,"Sacramento County, CA"
44,2016,Sep,697096,659626,37470,5.4,"Sacramento County, CA"
45,2016,Oct,694641,657461,37180,5.4,"Sacramento County, CA"
46,2016,Nov,693588,658493,35095,5.1,"Sacramento County, CA"
47,2016,Dec,692048,657153,34895,5.0,"Sacramento County, CA"
48,2017,Jan,693713,655206,38507,5.6,"Sacramento County, CA"
49,2017,Feb,695449,658312,37137,5.3,"Sacramento County, CA"
50,2017,Mar,696618,661294,35324,5.1,"Sacramento County, CA"
51,2017,Apr,691567,659442,32125,4.6,"Sacramento County, CA"
52,2017,May,692685,662497,30188,4.4,"Sacramento County, CA"
53,2017,Jun,696821,662789,34032,4.9,"Sacramento County, CA"
54,2017,Jul,702295,666873,35422,5.0,"Sacramento County, CA"
55,2017,Aug,697699,663268,34431,4.9,"Sacramento County, CA"
56,2017,Sep,699590,669227,30363,4.3,"Sacramento County, CA"
57,2017,Oct,697540,668300,29240,4.2,"Sacramento County, CA"
58,2017,Nov,697179,668752,28427,4.1,"Sacramento County, CA"
59,2017,Dec,696442,668765,27677,4.0,"Sacramento County, CA"
60,2018,Jan,696949,666329,30620,4.4,"Sacramento County, CA"
61,2018,Feb,702168,672696,29472,4.2,"Sacramento County, CA"
62,2018,Mar,701903,673510,28393,4.0,"Sacramento County, CA"
63,2018,Apr,697032,671534,25498,3.7,"Sacramento County, CA"
64,2018,May,700522,677078,23444,3.3,"Sacramento County, CA"
65,2018,Jun,704485,675639,28846,4.1,"Sacramento County, CA"
66,2018,Jul,711041,682201,28840,4.1,"Sacramento County, CA"
67,2018,Aug,705738,677429,28309,4.0,"Sacramento County, CA"
68,2018,Sep,707387,681551,25836,3.7,"Sacramento County, CA"
69,2018,Oct,707739,681436,26303,3.7,"Sacramento County, CA"
70,2018,Nov,707954,682132,25822,3.6,"Sacramento County, CA"
71,2018,Dec,708008,681318,26690,3.8,"Sacramento County, CA"
72,2019,Jan,711423,679518,31905,4.5,"Sacramento County, CA"
73,2019,Feb,714318,685674,28644,4.0,"Sacramento County, CA"
74,2019,Mar,714212,685293,28919,4.0,"Sacramento County, CA"
75,2019,Apr,703569,679437,24132,3.4,"Sacramento County, CA"
76,2019,May,705768,682674,23094,3.3,"Sacramento County, CA"
77,2019,Jun,707287,679993,27294,3.9,"Sacramento County, CA"
78,2019,Jul,715789,686859,28930,4.0,"Sacramento County, CA"
79,2019,Aug,713507,686008,27499,3.9,"Sacramento County, CA"
80,2019,Sep,713679,690110,23569,3.3,"Sacramento County, CA"
81,2019,Oct,715601,690987,24614,3.4,"Sacramento County, CA"
82,2019,Nov,713725,689132,24593,3.4,"Sacramento County, CA"
83,2019,Dec,712092,688025,24067,3.4,"Sacramento County, CA"
84,2020,Jan,715296,686952,28344,4.0,"Sacramento County, CA"
85,2020,Feb,720976,694159,26817,3.7,"Sacramento County, CA"
86,2020,Mar,715624,676897,38727,5.4,"Sacramento County, CA"
87,2020,Apr,702307,595846,106461,15.2,"Sacramento County, CA"
88,2020,May,693890,592284,101606,14.6,"Sacramento County, CA"
89,2020,Jun,717264,625833,91431,12.7,"Sacramento County, CA"
90,2020,Jul,720902,633538,87364,12.1,"Sacramento County, CA"
91,2020,Aug,714082,640262,73820,10.3,"Sacramento County, CA"
92,2020,Sep,714597,643847,70750,9.9,"Sacramento County, CA"
93,2020,Oct,713278,651107,62171,8.7,"Sacramento County, CA"
94,2020,Nov,709746,649255,60491,8.5,"Sacramento County, CA"
95,2020,Dec,708319,647943,60376,8.5,"Sacramento County, CA"
96,2021,Jan,713042,652183,60859,8.5,"Sacramento County, CA"
97,2021,Feb,716927,657876,59051,8.2,"Sacramento County, CA"
98,2021,Mar,717910,661151,56759,7.9,"Sacramento County, CA"
99,2021,Apr,714323,659580,54743,7.7,"Sacramento County, CA"
100,2021,May,714643,663999,50644,7.1,"Sacramento County, CA"
101,2021,Jun,720288,663910,56378,7.8,"Sacramento County, CA"
102,2021,Jul,727972,674476,53496,7.3,"Sacramento County, CA"
103,2021,Aug,724385,674017,50368,7.0,"Sacramento County, CA"
104,2021,Sep,722325,679093,43232,6.0,"Sacramento County, CA"
105,2021,Oct,722453,680966,41487,5.7,"Sacramento County, CA"
106,2021,Nov,722233,684896,37337,5.2,"Sacramento County, CA"
107,2021,Dec,720155,686065,34090,4.7,"Sacramento County, CA"
108,2022,Jan,722133,683928,38205,5.3,"Sacramento County, CA"
109,2022,Feb,726051,692334,33717,4.6,"Sacramento County, CA"
110,2022,Mar,729457,699430,30027,4.1,"Sacramento County, CA"
111,2022,Apr,721213,695326,25887,3.6,"Sacramento County, CA"
112,2022,May,724228,700526,23702,3.3,"Sacramento County, CA"
113,2022,Jun,722542,694918,27624,3.8,"Sacramento County, CA"
114,2022,Jul,730788,703191,27597,3.8,"Sacramento County, CA"
115,2022,Aug,733202,704832,28370,3.9,"Sacramento County, CA"
116,2022,Sep,732316,706742,25574,3.5,"Sacramento County, CA"
117,2022,Oct,734382,707012,27370,3.7,"Sacramento County, CA"
118,2022,Nov,732375,704273,28102,3.8,"Sacramento County, CA"
119,2022,Dec,731032,704770,26262,3.6,"Sacramento County, CA"
120,2023,Jan,729692,697153,32539,4.5,"Sacramento County, CA"
121,2023,Feb,736498,703373,33125,4.5,"Sacramento County, CA"
122,2023,Mar,739062,705437,33625,4.5,"Sacramento County, CA"
123,2023,Apr,732132,703159,28973,4.0,"Sacramento County, CA"
124,2023,May,732126,702088,30038,4.1,"Sacramento County, CA"
125,2023,Jun,729514,696511,33003,4.5,"Sacramento County, CA"
126,2023,Jul,736458,704146,32312,4.4,"Sacramento County, CA"
127,2023,Aug,732634,698052,34582,4.7,"Sacramento County, CA"
